employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,avg_training_score
69046,Technology,region_26,Bachelor's,f,other,1,29,2,5,82
69240,Operations,region_2,Master's & above,m,sourcing,1,46,5,8,57
77992,Legal,region_2,Master's & above,m,other,1,43,3,9,58
41798,Operations,region_7,Bachelor's,m,sourcing,1,33,4,3,58
64888,Operations,region_32,Bachelor's,f,sourcing,1,30,4,5,62
15184,Finance,region_26,Bachelor's,m,sourcing,1,38,5,2,59
67154,Operations,region_28,Master's & above,f,sourcing,1,39,2,11,58
37020,Sales & Marketing,region_28,Master's & above,m,other,1,43,3,6,48
5389,Technology,region_5,Master's & above,f,other,1,38,5,5,75
20866,Finance,region_2,Bachelor's,m,sourcing,1,31,4,4,58
14604,Sales & Marketing,region_7,Master's & above,f,other,1,39,1,10,55
51743,Analytics,region_29,Bachelor's,m,other,1,28,,1,84
75179,Operations,region_7,Bachelor's,m,sourcing,1,41,3,11,56
8971,Procurement,region_31,Master's & above,m,other,1,44,3,16,69
21979,Procurement,region_7,Bachelor's,m,other,1,34,5,3,72
68905,Operations,region_8,Bachelor's,m,other,1,29,4,4,57
15427,Procurement,region_17,Bachelor's,f,other,1,46,3,7,68
50960,Operations,region_19,Bachelor's,f,other,1,32,4,6,59
36620,Sales & Marketing,region_22,Bachelor's,m,other,1,28,5,2,47
12291,Procurement,region_16,Bachelor's,f,other,1,28,5,2,69
64998,Operations,region_32,Bachelor's,f,other,1,37,3,9,62
48286,Procurement,region_4,Master's & above,m,other,1,42,5,7,69
14493,Operations,region_2,Master's & above,m,other,1,33,3,6,60
27141,Operations,region_7,Bachelor's,f,sourcing,1,33,4,5,55
77638,Finance,region_2,Bachelor's,f,other,1,28,3,2,61
50454,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,5,2,52
24053,Sales & Marketing,region_2,Bachelor's,m,other,1,28,5,5,44
73766,Procurement,region_7,Bachelor's,f,other,1,47,3,7,71
69429,Sales & Marketing,region_22,Master's & above,m,other,2,51,2,6,47
29234,Sales & Marketing,region_19,Bachelor's,m,other,1,40,2,4,48
75127,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,51,3,23,48
65570,Sales & Marketing,region_13,Master's & above,m,other,1,44,3,4,48
13041,Analytics,region_22,,m,sourcing,1,28,4,2,83
70088,Analytics,region_32,Bachelor's,m,sourcing,2,30,3,3,84
32528,Sales & Marketing,region_27,Bachelor's,m,other,1,34,3,3,47
76610,Operations,region_2,Bachelor's,f,sourcing,2,34,5,7,64
35949,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,23,3,2,48
26685,Operations,region_26,Bachelor's,f,other,1,32,3,2,62
58934,Analytics,region_31,Bachelor's,m,other,1,29,5,2,85
43100,Sales & Marketing,region_25,Bachelor's,m,other,1,36,4,3,48
19,HR,region_2,Master's & above,f,other,1,50,4,7,45
54282,Procurement,region_2,Master's & above,f,sourcing,1,30,3,4,75
60400,Procurement,region_22,Bachelor's,m,sourcing,1,27,,1,64
60207,Sales & Marketing,region_1,Master's & above,f,other,1,31,5,5,51
13902,Sales & Marketing,region_13,,m,sourcing,1,23,,1,53
52449,Sales & Marketing,region_19,Bachelor's,f,sourcing,1,37,5,3,49
16400,Sales & Marketing,region_2,Master's & above,m,other,2,50,3,21,50
10845,Procurement,region_27,Bachelor's,m,sourcing,3,25,3,2,68
78255,Finance,region_4,Bachelor's,m,other,1,25,1,2,60
17339,Technology,region_13,Bachelor's,f,sourcing,1,22,,1,81
52959,Operations,region_15,Bachelor's,f,sourcing,1,31,3,5,62
37793,Procurement,region_23,Master's & above,f,sourcing,1,32,3,6,67
72648,Sales & Marketing,region_2,Master's & above,m,sourcing,1,45,5,5,49
8279,Legal,region_7,Bachelor's,m,sourcing,1,42,1,7,59
72947,HR,region_7,Bachelor's,m,sourcing,2,34,3,4,47
17896,Sales & Marketing,region_21,Bachelor's,m,other,1,36,2,6,49
73111,Operations,region_2,Bachelor's,m,other,1,52,3,6,65
31284,Sales & Marketing,region_2,Bachelor's,m,other,1,23,3,2,49
52295,Sales & Marketing,region_10,Master's & above,f,other,1,35,5,4,49
40026,Operations,region_8,Master's & above,f,sourcing,1,37,3,10,61
30934,Operations,region_22,Bachelor's,m,sourcing,3,32,1,4,58
10621,HR,region_12,Bachelor's,m,other,1,26,3,2,44
5330,Procurement,region_13,Master's & above,m,other,1,45,4,16,70
74317,Operations,region_2,Bachelor's,f,sourcing,2,32,3,5,61
23907,Sales & Marketing,region_25,Bachelor's,m,other,1,27,1,4,48
34327,Procurement,region_10,Bachelor's,f,other,1,28,,1,68
5316,Technology,region_23,Bachelor's,m,other,1,26,4,2,76
30663,R&D,region_2,Bachelor's,m,other,1,32,3,6,85
33033,Procurement,region_4,Bachelor's,m,other,2,27,,1,73
57330,Technology,region_7,Master's & above,f,sourcing,2,34,3,4,78
41290,Procurement,region_2,Bachelor's,m,other,1,55,3,18,74
2396,Analytics,region_2,Bachelor's,m,other,1,41,4,5,88
66630,Sales & Marketing,region_2,Bachelor's,m,other,1,52,4,3,52
72160,Sales & Marketing,region_22,Bachelor's,m,other,4,29,,1,51
58364,Finance,region_26,Bachelor's,f,other,2,28,3,5,64
6281,Technology,region_22,Bachelor's,m,referred,1,29,3,2,82
62980,Procurement,region_13,Master's & above,m,sourcing,2,41,5,11,70
45785,Operations,region_2,Bachelor's,m,other,1,50,3,7,58
9042,Analytics,region_32,Bachelor's,m,sourcing,2,36,4,8,85
67688,Technology,region_2,Bachelor's,m,sourcing,2,37,5,10,79
72497,Operations,region_22,Bachelor's,m,other,1,56,2,24,63
72568,Operations,region_4,Master's & above,f,other,1,33,4,6,58
17817,Procurement,region_4,Master's & above,m,other,3,33,5,5,73
46184,Sales & Marketing,region_13,Master's & above,m,other,2,34,3,10,48
19836,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,30,1,4,50
28580,Sales & Marketing,region_13,Master's & above,m,sourcing,1,37,3,3,46
1861,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,47,4,16,51
58620,HR,region_2,Master's & above,f,sourcing,1,39,5,11,58
16475,Operations,region_7,Bachelor's,m,other,1,56,5,25,59
43075,Technology,region_17,Bachelor's,f,other,1,48,2,7,73
23710,R&D,region_7,Bachelor's,m,sourcing,1,34,3,2,78
74050,Analytics,region_7,Master's & above,m,other,2,35,4,7,86
28630,Operations,region_4,Master's & above,m,other,1,35,3,3,62
18274,Operations,region_1,Bachelor's,f,other,2,29,3,5,59
29720,Legal,region_26,Bachelor's,m,other,1,41,5,12,58
58701,Operations,region_2,Master's & above,m,other,1,44,2,11,58
4029,Operations,region_13,Bachelor's,m,other,1,43,5,11,62
61411,Operations,region_22,Bachelor's,m,sourcing,1,32,1,8,53
5462,Analytics,region_22,Bachelor's,m,sourcing,2,30,5,7,87
76113,HR,region_2,Bachelor's,f,other,1,49,3,17,51
51632,Technology,region_26,Master's & above,f,sourcing,1,32,3,9,81
59634,Sales & Marketing,region_2,,m,sourcing,1,37,5,6,48
35774,Technology,region_1,Master's & above,m,sourcing,1,33,3,7,80
59036,HR,region_20,Bachelor's,f,sourcing,1,27,3,2,49
26950,Sales & Marketing,region_16,Bachelor's,m,other,1,26,4,1,49
62211,Operations,region_27,Bachelor's,m,other,1,28,3,3,60
36507,Procurement,region_22,Master's & above,m,other,3,30,5,4,69
71842,Operations,region_13,Master's & above,f,sourcing,1,36,3,7,59
47233,Operations,region_3,Master's & above,f,other,1,35,3,5,66
44706,Analytics,region_29,Bachelor's,m,sourcing,1,38,3,3,84
59730,Operations,region_24,Bachelor's,m,sourcing,1,33,3,7,56
55866,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,29,,1,51
4365,R&D,region_2,Master's & above,m,other,1,33,3,6,83
16075,Analytics,region_2,Master's & above,m,other,1,56,2,5,86
29493,Technology,region_7,Bachelor's,m,sourcing,1,37,1,8,82
18281,Operations,region_2,Bachelor's,f,sourcing,1,57,4,6,60
25322,Procurement,region_11,Bachelor's,m,sourcing,2,28,4,5,70
47009,Technology,region_2,Master's & above,m,sourcing,1,40,3,10,74
66880,Technology,region_22,Bachelor's,m,referred,2,34,4,6,81
48992,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,29,,1,52
74158,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,32,3,5,50
74624,Analytics,region_22,Bachelor's,f,other,1,30,5,3,81
647,Technology,region_20,Bachelor's,m,other,1,30,1,7,81
44872,Technology,region_7,Bachelor's,m,other,1,33,3,9,84
71846,Sales & Marketing,region_31,Bachelor's,f,other,1,29,5,3,59
64187,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,32,1,4,50
86,Sales & Marketing,region_4,Master's & above,f,other,1,43,2,3,49
27404,Procurement,region_2,Master's & above,f,other,1,37,5,4,70
38670,Operations,region_7,Bachelor's,m,sourcing,1,33,5,10,59
921,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,29,4,5,48
56854,Sales & Marketing,region_6,Bachelor's,m,other,1,24,,1,46
118,Analytics,region_28,Master's & above,m,other,1,38,4,7,83
11413,Operations,region_31,Bachelor's,m,sourcing,1,24,,1,64
5797,Procurement,region_14,Bachelor's,m,other,1,43,5,13,69
47059,Procurement,region_16,Master's & above,f,sourcing,1,34,3,8,88
56443,Sales & Marketing,region_26,Bachelor's,f,other,1,38,1,8,50
65404,Sales & Marketing,region_2,Master's & above,f,sourcing,2,32,1,5,45
11393,Analytics,region_32,Bachelor's,m,sourcing,1,26,5,3,84
9520,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,28,3,6,52
20889,R&D,region_26,Bachelor's,m,sourcing,1,28,5,4,83
58057,Sales & Marketing,region_2,,m,sourcing,1,44,3,3,54
37751,Sales & Marketing,region_26,Bachelor's,m,other,1,33,5,9,49
59547,Sales & Marketing,region_30,Bachelor's,m,other,1,32,3,6,51
29339,Technology,region_26,,m,other,1,35,5,10,83
44163,Procurement,region_17,Bachelor's,m,sourcing,1,47,3,5,72
77651,Operations,region_8,Master's & above,m,sourcing,2,32,5,3,63
21869,Operations,region_16,Bachelor's,m,other,1,31,5,4,62
51391,Technology,region_2,Bachelor's,f,other,1,51,4,21,82
73502,Finance,region_4,Bachelor's,m,other,3,33,5,6,58
77675,Technology,region_2,Bachelor's,f,other,2,52,3,4,78
62805,Finance,region_7,Bachelor's,m,sourcing,1,29,3,2,60
26680,Analytics,region_7,Bachelor's,m,other,2,42,5,6,83
36757,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,29,,1,51
51161,Technology,region_33,Bachelor's,m,sourcing,1,40,2,5,77
23465,Legal,region_2,Bachelor's,m,sourcing,1,37,2,8,64
18247,Sales & Marketing,region_16,Master's & above,m,other,1,39,5,10,50
67024,Sales & Marketing,region_13,Bachelor's,m,other,1,23,5,2,53
27053,Procurement,region_22,Bachelor's,m,other,1,30,3,4,68
39696,Technology,region_23,Bachelor's,m,other,2,32,3,5,78
25673,Procurement,region_15,Bachelor's,m,other,2,30,1,3,68
15553,Operations,region_31,Bachelor's,f,other,1,33,5,5,60
18963,Procurement,region_7,Bachelor's,f,other,1,32,3,9,83
14222,Technology,region_2,Bachelor's,f,sourcing,1,48,3,21,79
12629,Analytics,region_30,Bachelor's,m,sourcing,1,32,3,5,87
67299,Procurement,region_8,Bachelor's,m,other,1,30,4,2,81
41098,Operations,region_19,Bachelor's,m,other,1,32,3,2,62
77533,Technology,region_7,Bachelor's,f,sourcing,1,29,4,4,77
30151,Analytics,region_19,Bachelor's,m,sourcing,1,34,5,7,83
5495,Technology,region_14,Bachelor's,f,other,1,46,1,18,79
9239,Operations,region_23,Bachelor's,f,sourcing,1,41,3,4,61
39998,Operations,region_27,Master's & above,m,other,1,47,5,4,59
9178,Analytics,region_9,Bachelor's,m,other,2,29,3,1,80
25059,HR,region_26,Bachelor's,m,sourcing,1,34,3,5,46
6314,Legal,region_2,Bachelor's,m,other,1,37,3,8,63
3368,Analytics,region_15,Master's & above,m,other,1,31,3,4,84
203,Sales & Marketing,region_21,Bachelor's,m,other,1,40,4,2,52
40578,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,28,2,2,50
77262,Sales & Marketing,region_7,Master's & above,m,sourcing,1,38,3,10,49
45121,Technology,region_2,Bachelor's,m,other,1,38,2,8,85
73299,R&D,region_26,Bachelor's,m,other,1,34,2,4,84
23394,HR,region_7,Bachelor's,f,other,1,31,3,7,49
53820,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,32,1,9,53
6571,Technology,region_16,Master's & above,m,sourcing,1,34,1,9,76
15521,Procurement,region_2,Master's & above,m,sourcing,1,49,1,7,69
59116,Sales & Marketing,region_31,Bachelor's,f,other,1,30,3,4,48
60775,Sales & Marketing,region_25,Master's & above,m,other,3,34,3,6,52
42104,R&D,region_22,,m,sourcing,1,28,3,5,84
37387,Technology,region_14,Bachelor's,m,sourcing,1,27,3,5,80
39102,Sales & Marketing,region_31,Bachelor's,m,other,1,29,3,6,48
38847,Procurement,region_23,Master's & above,m,other,1,40,4,8,72
38591,HR,region_3,Bachelor's,f,sourcing,1,30,3,3,52
49656,Procurement,region_30,Bachelor's,f,other,1,32,3,5,72
446,HR,region_15,Master's & above,m,sourcing,1,35,3,5,58
65019,Operations,region_2,Bachelor's,m,other,1,43,5,16,61
72307,Sales & Marketing,region_8,Bachelor's,m,other,1,30,3,4,52
42773,HR,region_2,Bachelor's,m,sourcing,1,55,5,6,48
50234,Operations,region_20,Bachelor's,f,sourcing,1,27,5,3,64
65227,Sales & Marketing,region_5,Bachelor's,m,other,2,26,3,4,49
69820,Operations,region_27,Bachelor's,m,other,1,33,1,2,56
37730,Sales & Marketing,region_10,Master's & above,m,sourcing,1,49,3,5,48
52911,Procurement,region_23,Bachelor's,f,other,1,30,5,2,92
15856,Operations,region_2,Bachelor's,f,sourcing,1,27,,1,61
54556,Technology,region_2,Master's & above,f,other,1,52,1,3,76
66782,HR,region_2,Bachelor's,m,other,2,42,5,3,47
68357,Technology,region_4,Bachelor's,f,other,1,30,3,3,77
68979,Analytics,region_7,Bachelor's,m,sourcing,1,38,2,5,82
24106,Operations,region_7,Below Secondary,f,other,1,25,,1,62
32665,Finance,region_28,Master's & above,m,sourcing,2,32,5,9,63
66570,Legal,region_2,Bachelor's,m,other,1,47,3,5,56
10781,Sales & Marketing,region_4,Bachelor's,f,other,1,29,1,6,55
5056,Operations,region_2,Master's & above,m,sourcing,1,42,2,9,59
61949,Procurement,region_2,Bachelor's,m,other,1,42,5,12,70
23277,Analytics,region_23,Bachelor's,m,other,1,28,3,3,85
70710,Procurement,region_4,Master's & above,m,sourcing,1,50,5,4,71
71354,Operations,region_2,Bachelor's,f,other,1,32,5,5,61
37308,Sales & Marketing,region_10,Master's & above,m,other,1,32,5,5,50
13295,Sales & Marketing,region_5,Bachelor's,m,other,3,29,1,3,49
50114,Technology,region_7,Master's & above,m,sourcing,1,45,2,5,86
58356,Analytics,region_22,,m,other,1,29,5,6,83
72515,Procurement,region_2,Master's & above,m,sourcing,1,44,2,14,71
25817,Technology,region_2,Bachelor's,f,sourcing,1,30,,1,79
36626,Technology,region_16,Master's & above,f,other,1,32,3,4,78
62946,Sales & Marketing,region_32,Bachelor's,m,other,1,37,4,7,44
7702,Analytics,region_28,Bachelor's,m,other,3,29,4,5,83
8585,Technology,region_5,Master's & above,m,other,1,37,5,10,82
5151,Technology,region_2,Bachelor's,f,other,2,58,4,2,81
3291,Operations,region_32,Bachelor's,m,sourcing,1,28,1,2,54
73455,Operations,region_21,Bachelor's,m,other,1,29,,1,64
36303,Sales & Marketing,region_28,Bachelor's,m,other,1,31,4,7,47
75469,Procurement,region_7,Master's & above,m,other,1,44,2,8,71
31420,Operations,region_26,Bachelor's,m,other,1,33,3,2,62
26935,Procurement,region_2,Bachelor's,f,other,2,34,3,7,70
46234,Technology,region_20,Bachelor's,f,other,1,30,3,3,80
40710,Analytics,region_29,Bachelor's,m,sourcing,1,25,,1,85
76909,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,30,4,1,52
46154,Operations,region_22,Bachelor's,m,other,1,28,4,6,57
27003,Analytics,region_30,Bachelor's,m,other,1,29,3,5,89
14706,Finance,region_14,Bachelor's,m,other,1,27,1,3,63
70824,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,31,3,10,47
75956,Analytics,region_22,Bachelor's,f,sourcing,1,26,3,2,84
1058,R&D,region_2,Master's & above,m,other,1,32,5,2,84
58834,Operations,region_2,Master's & above,f,sourcing,1,35,5,8,60
10651,Sales & Marketing,region_22,Master's & above,m,sourcing,1,44,5,16,49
78116,Operations,region_22,Bachelor's,f,sourcing,2,32,3,8,60
54885,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,5,3,53
54777,Sales & Marketing,region_7,,m,other,1,25,4,4,53
36328,Operations,region_2,Master's & above,f,sourcing,1,47,3,15,59
70799,Procurement,region_30,Bachelor's,f,sourcing,1,32,4,5,68
7203,Sales & Marketing,region_22,,m,sourcing,1,28,3,2,47
15935,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,2,15,52
53982,Technology,region_2,Bachelor's,m,other,2,41,4,3,78
10184,Sales & Marketing,region_20,Bachelor's,m,other,3,38,1,2,49
45376,Operations,region_2,Bachelor's,f,other,1,30,5,2,61
650,R&D,region_22,Bachelor's,m,other,1,29,5,5,88
48557,Analytics,region_22,Bachelor's,f,other,1,28,2,3,86
19401,Analytics,region_5,Bachelor's,m,sourcing,1,27,3,5,90
57551,Procurement,region_20,Bachelor's,m,other,1,26,2,3,67
20537,Sales & Marketing,region_27,Bachelor's,m,other,1,42,1,12,51
67428,Operations,region_15,Bachelor's,m,other,1,33,5,5,66
25858,Analytics,region_32,Bachelor's,m,other,1,34,2,8,83
36958,Sales & Marketing,region_2,Master's & above,f,sourcing,1,38,5,9,51
8159,Operations,region_2,Master's & above,m,other,1,52,4,16,60
59197,Legal,region_2,Bachelor's,m,sourcing,1,44,1,5,63
54412,Sales & Marketing,region_17,Bachelor's,m,other,1,40,5,7,53
19161,Technology,region_2,Bachelor's,f,other,4,33,5,9,82
38364,Sales & Marketing,region_4,Master's & above,m,other,1,46,5,13,48
15541,Technology,region_2,Master's & above,f,other,2,32,3,6,77
850,Technology,region_27,Below Secondary,m,other,1,25,5,2,89
12057,Analytics,region_4,Bachelor's,m,sourcing,1,30,5,1,84
13850,Sales & Marketing,region_11,Bachelor's,m,other,1,26,5,3,48
34396,Sales & Marketing,region_16,Bachelor's,m,other,1,37,4,8,48
40731,HR,region_2,Master's & above,f,sourcing,1,43,3,2,49
70425,Sales & Marketing,region_2,Bachelor's,m,referred,1,37,3,3,44
55233,Procurement,region_2,Master's & above,f,sourcing,3,35,3,10,70
5114,Sales & Marketing,region_2,Master's & above,f,other,1,35,4,2,52
75872,Sales & Marketing,region_2,Master's & above,m,sourcing,1,57,1,27,55
34037,Operations,region_32,Bachelor's,m,sourcing,1,27,5,4,63
31028,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,45,1,6,48
23749,Analytics,region_19,Bachelor's,m,sourcing,1,28,3,6,83
16874,Operations,region_27,Bachelor's,f,sourcing,1,45,5,3,60
39574,Technology,region_29,Master's & above,f,sourcing,2,34,3,8,79
856,Technology,region_2,Bachelor's,m,other,1,29,3,4,81
53411,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,25,,1,52
37345,Procurement,region_2,Bachelor's,m,sourcing,1,38,5,10,70
39814,Technology,region_15,Bachelor's,m,other,1,34,2,9,73
584,Procurement,region_7,Bachelor's,m,other,1,34,3,9,72
30043,Operations,region_22,Master's & above,m,sourcing,1,46,5,13,57
58772,Technology,region_13,Master's & above,f,other,1,40,3,7,76
21477,Analytics,region_22,Bachelor's,m,other,2,27,,1,85
11137,Sales & Marketing,region_16,,m,other,1,41,2,11,54
69961,Procurement,region_31,Master's & above,f,sourcing,1,34,4,9,68
18689,Operations,region_2,Bachelor's,f,other,1,40,1,9,63
72567,HR,region_2,Master's & above,f,other,1,48,3,18,46
17414,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,29,4,4,51
44834,Analytics,region_25,Bachelor's,f,sourcing,1,29,3,8,84
35884,Analytics,region_20,Bachelor's,m,other,1,27,3,3,86
24717,Technology,region_23,Bachelor's,m,other,2,29,4,2,76
45702,Sales & Marketing,region_6,Bachelor's,f,other,1,30,1,5,48
64782,Sales & Marketing,region_7,,m,other,3,31,3,3,51
8786,Sales & Marketing,region_12,Bachelor's,m,other,1,28,3,6,51
47094,Technology,region_22,Bachelor's,m,sourcing,2,28,3,3,77
76726,Analytics,region_2,Master's & above,m,other,1,36,3,3,83
11073,HR,region_22,Bachelor's,f,other,1,23,3,2,49
19799,Sales & Marketing,region_27,Bachelor's,m,other,1,28,3,2,51
31639,Legal,region_2,Below Secondary,m,sourcing,1,29,4,3,64
53464,Sales & Marketing,region_16,Master's & above,m,other,1,43,1,17,50
13165,Analytics,region_11,Bachelor's,m,other,1,31,3,6,85
53178,Sales & Marketing,region_11,Bachelor's,m,other,2,27,5,3,47
36594,Operations,region_34,Bachelor's,m,sourcing,1,27,3,2,60
24411,Procurement,region_2,Bachelor's,f,sourcing,1,49,2,16,66
7708,Procurement,region_17,Master's & above,m,sourcing,1,45,3,17,69
27948,Procurement,region_2,Bachelor's,m,sourcing,2,33,3,9,76
76477,Operations,region_8,Bachelor's,f,other,1,29,5,6,61
31978,Finance,region_2,Bachelor's,f,other,1,37,3,3,57
54997,Sales & Marketing,region_13,Bachelor's,f,sourcing,2,29,1,3,49
19074,Analytics,region_29,Bachelor's,m,other,1,26,,1,82
61707,Sales & Marketing,region_31,Bachelor's,m,other,1,43,2,5,47
34689,Sales & Marketing,region_10,Master's & above,f,other,1,31,4,4,53
75217,Sales & Marketing,region_13,Bachelor's,m,other,1,33,4,1,48
55392,Procurement,region_7,Bachelor's,m,sourcing,1,30,5,5,71
7308,Procurement,region_2,Bachelor's,f,other,1,45,3,18,67
21184,Technology,region_15,Bachelor's,m,sourcing,1,30,1,6,82
39516,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,38,3,10,65
75139,Finance,region_26,Bachelor's,m,other,1,33,4,6,62
74564,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,44,2,16,47
72276,Technology,region_2,Bachelor's,f,other,1,25,1,2,77
40196,Sales & Marketing,region_4,Master's & above,m,sourcing,2,36,1,6,54
45749,Analytics,region_2,Master's & above,m,other,2,47,3,2,84
68778,Analytics,region_16,Bachelor's,m,other,1,30,5,7,88
5698,Technology,region_23,Bachelor's,m,other,1,24,,1,84
47081,Sales & Marketing,region_28,Bachelor's,m,other,1,26,3,5,45
49305,Operations,region_2,Bachelor's,m,other,1,36,3,10,59
31600,Sales & Marketing,region_10,Bachelor's,m,other,1,28,5,3,47
545,Operations,region_26,Bachelor's,f,other,1,26,3,3,88
29555,Procurement,region_17,Bachelor's,f,other,1,37,5,8,70
54011,Sales & Marketing,region_1,,m,sourcing,1,28,3,2,48
30172,Procurement,region_26,Bachelor's,m,other,1,38,3,9,83
76057,Finance,region_2,Bachelor's,f,other,1,34,3,9,61
33381,Finance,region_26,Bachelor's,m,other,1,29,4,2,63
54509,Procurement,region_13,Master's & above,f,sourcing,1,36,5,4,70
34590,Sales & Marketing,region_2,Bachelor's,f,other,1,58,5,11,50
5154,Technology,region_2,Bachelor's,m,sourcing,1,33,3,6,77
4362,Operations,region_6,Bachelor's,m,other,1,38,5,5,59
54050,Sales & Marketing,region_24,Bachelor's,f,other,1,27,3,2,48
27838,HR,region_2,Master's & above,m,sourcing,1,52,3,23,45
7660,Analytics,region_26,Bachelor's,f,other,1,30,5,1,84
35616,Procurement,region_26,Bachelor's,m,sourcing,1,38,5,7,70
23598,Operations,region_31,Bachelor's,m,sourcing,1,40,4,3,57
35514,Sales & Marketing,region_7,Bachelor's,m,other,1,54,5,10,47
37211,Technology,region_5,Bachelor's,m,sourcing,1,38,3,9,83
16083,Operations,region_15,Bachelor's,m,sourcing,1,31,3,4,60
72860,Operations,region_13,Bachelor's,f,other,2,31,3,5,57
49455,Technology,region_26,Master's & above,f,sourcing,1,42,3,6,75
74771,Analytics,region_2,Bachelor's,f,other,1,29,,1,85
22548,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,29,,1,52
69430,Operations,region_2,Bachelor's,m,other,1,25,2,2,55
52388,Analytics,region_22,Bachelor's,f,sourcing,2,31,3,6,89
13366,Analytics,region_28,Master's & above,m,sourcing,3,31,5,7,86
76140,Procurement,region_26,Master's & above,m,other,1,38,3,10,70
9696,Technology,region_20,Bachelor's,m,sourcing,1,31,1,6,77
55027,Operations,region_26,Bachelor's,m,other,1,35,3,9,64
71039,Sales & Marketing,region_1,Bachelor's,m,other,2,35,1,8,48
27382,Procurement,region_15,Master's & above,m,sourcing,1,40,4,11,74
35551,Sales & Marketing,region_7,,f,sourcing,1,23,,1,52
42011,Analytics,region_22,Bachelor's,m,other,2,29,4,3,88
57222,Procurement,region_2,Bachelor's,m,sourcing,1,44,3,7,71
53538,Sales & Marketing,region_2,,m,sourcing,2,20,2,2,50
23036,Sales & Marketing,region_6,Bachelor's,m,other,1,28,,1,55
74262,Sales & Marketing,region_4,Master's & above,f,other,1,33,5,8,49
71097,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,26,,1,48
46570,Operations,region_7,Bachelor's,f,other,1,31,,1,58
60231,Analytics,region_6,Bachelor's,f,sourcing,1,32,2,7,83
61062,Operations,region_4,Master's & above,f,other,1,44,5,6,58
65407,Operations,region_2,Bachelor's,m,other,4,33,5,5,56
8518,Operations,region_27,Bachelor's,f,other,1,28,,1,58
33975,Sales & Marketing,region_15,,f,other,1,31,3,4,50
8297,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,35,1,2,48
51647,R&D,region_2,Bachelor's,f,other,1,34,5,4,89
70921,HR,region_7,Master's & above,m,other,1,42,3,7,52
3398,Sales & Marketing,region_2,Bachelor's,m,other,2,32,5,4,50
22468,Sales & Marketing,region_33,Bachelor's,m,other,1,36,1,3,53
23408,Operations,region_12,Bachelor's,f,other,1,28,4,4,58
63066,HR,region_7,Bachelor's,m,other,2,40,3,16,53
65069,Sales & Marketing,region_2,Bachelor's,m,other,1,37,3,3,52
1441,HR,region_13,Bachelor's,m,other,1,27,5,4,51
43880,Operations,region_19,Bachelor's,m,sourcing,1,46,3,3,54
48204,Procurement,region_26,Bachelor's,m,sourcing,2,37,3,2,68
65627,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,29,,1,49
356,Procurement,region_8,Bachelor's,f,other,1,31,5,7,72
30824,Analytics,region_2,,m,other,1,45,3,13,84
35267,Finance,region_7,Master's & above,m,other,1,33,3,6,65
70303,Analytics,region_23,Master's & above,m,other,1,33,1,4,83
68112,Sales & Marketing,region_22,Master's & above,m,sourcing,1,34,3,8,46
51102,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,5,5,44
58377,Legal,region_2,Master's & above,m,other,1,45,5,12,69
36851,Finance,region_4,Bachelor's,m,other,1,31,3,4,55
46942,Operations,region_15,Bachelor's,f,sourcing,2,32,4,5,70
10237,Technology,region_15,Master's & above,m,other,2,41,4,7,78
50830,Operations,region_30,Bachelor's,m,other,2,32,,1,59
65466,Legal,region_34,Bachelor's,m,sourcing,1,30,4,6,59
42198,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,43,3,7,53
43780,Sales & Marketing,region_2,Master's & above,m,sourcing,2,58,2,6,44
29092,Operations,region_2,Master's & above,f,other,1,41,3,4,57
5265,Analytics,region_4,Bachelor's,m,sourcing,1,27,5,2,84
69581,Sales & Marketing,region_2,,m,other,1,30,3,1,51
52931,Procurement,region_2,Bachelor's,f,other,2,50,5,2,68
